ID,SCORE,OT,FGM,FGA,FGM3,FGA3,FRM,FRA,OR,DR,AST,TO,STL,BLW,PF
20031119,53.68,0.0,19.6,47.6,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32
20031120,70.1212121212,0.030303030303,25.6666666667,55.0606060606,5.75757575758,16.6363636364,13.0303030303,19.4545454545,12.0606060606,22.6666666667,13.303030303,15.8484848485,7.84848484848,5.0,16.4848484848
20031122,69.5,0.142857142857,23.5714285714,52.1428571429,5.85714285714,17.3214285714,16.5,23.9285714286,10.5357142857,24.1071428571,13.3214285714,15.3214285714,6.96428571429,4.60714285714,18.6428571429
20031123,73.3,0.0333333333333,25.9333333333,60.4666666667,5.36666666667,16.6666666667,16.0666666667,22.1333333333,13.1666666667,21.7333333333,10.5,12.8333333333,5.2,2.2,22.8666666667
20031124,69.0,0.0357142857143,23.6071428571,58.0,9.07142857143,26.5357142857,12.7142857143,17.5357142857,11.7142857143,23.1785714286,14.2142857143,13.2857142857,8.32142857143,2.96428571429,15.75
20031125,72.4642857143,0.107142857143,25.5,54.75,8.17857142857,22.25,13.2857142857,18.9285714286,10.5357142857,23.6428571429,16.8928571429,16.9285714286,9.07142857143,1.71428571429,18.3571428571
20031126,64.7,0.0666666666667,23.1,55.9,5.7,15.9333333333,12.8,18.4666666667,12.3,20.4333333333,10.9666666667,15.8666666667,8.26666666667,1.8,19.4333333333
20031127,66.5555555556,0.037037037037,24.037037037,57.1851851852,7.66666666667,21.9259259259,10.8148148148,16.0,11.7037037037,24.2222222222,12.7037037037,15.0740740741,6.44444444444,6.48148148148,18.2592592593
20031128,67.8461538462,0.0,22.0384615385,49.7692307692,7.69230769231,21.6538461538,16.0769230769,22.2307692308,10.6538461538,21.4615384615,13.3846153846,15.6538461538,7.88461538462,3.96153846154,18.0769230769
20031129,65.8928571429,0.142857142857,23.0714285714,56.1785714286,5.17857142857,17.3928571429,14.5714285714,20.8928571429,11.1785714286,21.9285714286,11.6428571429,14.3928571429,6.64285714286,3.82142857143,19.5
20031130,79.6551724138,0.103448275862,27.9655172414,59.6551724138,6.0,17.4137931034,17.724137931,25.6551724138,13.7931034483,22.0689655172,17.0,13.3448275862,7.0,2.89655172414,18.9655172414
20031131,68.1,0.0666666666667,23.6333333333,54.9,6.56666666667,19.3333333333,14.2666666667,19.2,11.0,24.4,13.5666666667,13.3666666667,5.7,3.46666666667,20.1666666667
20031132,66.4814814815,0.037037037037,21.2222222222,48.3703703704,6.25925925926,17.1111111111,17.7777777778,24.1111111111,8.66666666667,22.1111111111,12.7407407407,16.6666666667,7.14814814815,2.51851851852,22.1851851852
20031133,72.3103448276,0.103448275862,24.724137931,56.6551724138,6.37931034483,17.7586206897,16.4827586207,23.4137931034,11.0,23.2413793103,12.5517241379,14.1724137931,7.44827586207,1.68965517241,20.3448275862
20031135,73.9642857143,0.0714285714286,24.3928571429,52.8571428571,6.57142857143,17.75,18.6071428571,25.0,9.53571428571,23.3571428571,14.5714285714,15.6785714286,7.64285714286,3.67857142857,17.6071428571
20031137,57.6785714286,0.0,19.0,47.0,5.82142857143,17.2142857143,13.8571428571,21.75,9.71428571429,22.0357142857,11.6785714286,15.8214285714,5.78571428571,2.14285714286,17.7857142857
20031138,64.8214285714,0.0,23.2857142857,57.9285714286,5.39285714286,18.4642857143,12.8571428571,19.1428571429,13.5714285714,22.6428571429,12.6428571429,14.5,6.42857142857,2.07142857143,22.7142857143
20031139,67.78125,0.125,23.8125,50.34375,8.40625,21.46875,11.75,16.375,7.84375,20.0625,12.875,10.46875,6.25,1.8125,15.9375
20031140,71.84375,0.03125,23.90625,51.65625,6.0625,16.15625,17.96875,23.8125,11.0,24.46875,13.34375,13.65625,6.96875,2.5625,21.4375
20031141,78.7096774194,0.0,26.5161290323,52.8387096774,6.74193548387,17.5483870968,18.935483871,24.8064516129,10.7096774194,23.0322580645,15.3548387097,18.3225806452,7.1935483871,3.83870967742,20.6774193548
20031142,67.5172413793,0.0689655172414,23.5862068966,55.5517241379,6.41379310345,20.2068965517,13.9310344828,19.4482758621,11.5172413793,23.3793103448,12.4482758621,15.8275862069,6.96551724138,3.8275862069,19.4482758621
20031143,74.2258064516,0.129032258065,27.3225806452,58.6774193548,6.38709677419,17.0967741935,13.1935483871,19.3870967742,11.2903225806,24.0322580645,15.7096774194,13.9677419355,6.54838709677,2.8064516129,17.1935483871
20031144,65.0384615385,0.0769230769231,22.9615384615,52.0769230769,6.26923076923,17.9230769231,12.8461538462,18.3846153846,7.84615384615,19.8461538462,14.5,16.0,6.19230769231,2.73076923077,16.5769230769
20031145,70.25,0.0,26.3928571429,60.1428571429,5.92857142857,17.25,11.5357142857,16.3571428571,11.5,25.25,15.6428571429,14.3214285714,8.14285714286,3.39285714286,19.3571428571
20031147,72.625,0.0,25.375,56.0416666667,4.33333333333,13.5833333333,17.5416666667,22.7916666667,11.0416666667,18.5,12.0416666667,16.0833333333,8.125,3.70833333333,20.4166666667
20031148,67.5357142857,0.0,24.4285714286,52.8214285714,5.35714285714,14.25,13.3214285714,17.8214285714,11.5,21.8928571429,11.4642857143,15.4642857143,5.78571428571,1.64285714286,15.5357142857
20031149,64.6923076923,0.0769230769231,24.3461538462,55.0769230769,3.84615384615,13.8076923077,12.1538461538,16.3076923077,10.7692307692,21.2692307692,12.4615384615,14.6538461538,9.76923076923,3.19230769231,19.2307692308
20031150,68.4482758621,0.172413793103,23.8275862069,60.1379310345,7.96551724138,23.9310344828,12.8275862069,20.2413793103,14.6551724138,23.275862069,14.5172413793,13.724137931,8.48275862069,2.03448275862,18.3448275862
20031151,79.8214285714,0.0357142857143,27.5,57.4285714286,7.46428571429,20.25,17.3571428571,22.8571428571,12.6071428571,23.0714285714,16.1785714286,16.4642857143,7.14285714286,3.17857142857,18.5714285714
20031152,63.2,0.0333333333333,23.5333333333,53.2333333333,3.8,11.4333333333,12.3333333333,19.9666666667,12.0333333333,20.7333333333,12.1,17.4333333333,7.2,1.66666666667,22.0333333333
20031153,67.3793103448,0.0,23.0,57.0,6.79310344828,19.7586206897,14.5862068966,21.1379310345,12.1724137931,23.3448275862,12.3103448276,10.5862068966,5.24137931034,4.31034482759,19.1379310345
20031154,63.0833333333,0.0,21.7916666667,54.4166666667,6.16666666667,19.6666666667,13.3333333333,20.0833333333,11.0,21.6666666667,13.0833333333,16.3333333333,7.45833333333,3.04166666667,20.125
20031155,68.4285714286,0.0,24.4642857143,55.3928571429,4.82142857143,13.8928571429,14.6785714286,22.3571428571,13.4285714286,22.4285714286,12.5357142857,13.4642857143,7.10714285714,2.64285714286,19.1071428571
20031156,65.6333333333,0.1,22.9,51.3333333333,5.9,15.9,13.9333333333,21.1333333333,10.4333333333,21.0,13.5333333333,17.2333333333,7.06666666667,4.43333333333,19.4666666667
20031157,67.2692307692,0.0384615384615,23.8846153846,54.9615384615,5.88461538462,15.9615384615,13.6153846154,18.5769230769,13.3461538462,22.1153846154,12.2307692308,16.8461538462,6.23076923077,1.57692307692,21.1923076923
20031158,73.3448275862,0.103448275862,25.3103448276,58.0344827586,9.06896551724,23.2068965517,13.6551724138,19.9310344828,10.8965517241,23.9310344828,14.4482758621,14.0689655172,7.34482758621,4.37931034483,18.9310344828
20031159,65.8846153846,0.0,24.4615384615,56.4230769231,6.57692307692,18.6538461538,10.3846153846,15.0769230769,10.5769230769,21.8846153846,13.9615384615,14.3076923077,6.88461538462,1.69230769231,19.1538461538
20031160,75.15625,0.03125,27.15625,61.28125,4.96875,15.21875,15.875,23.71875,14.40625,27.8125,13.25,13.96875,6.125,6.6875,17.75
20031161,73.4516129032,0.0322580645161,26.1290322581,52.1612903226,4.16129032258,11.5483870968,17.0322580645,24.1935483871,10.8064516129,23.4838709677,15.2580645161,16.2258064516,5.32258064516,4.22580645161,20.5161290323
20031162,49.6296296296,0.037037037037,16.9259259259,45.4074074074,5.03703703704,16.6296296296,10.7407407407,16.0,9.44444444444,21.6296296296,9.7037037037,17.0740740741,5.18518518519,3.44444444444,18.2592592593
20031163,79.4545454545,0.030303030303,29.2121212121,62.3333333333,5.93939393939,15.3939393939,15.0909090909,22.303030303,14.7272727273,27.8484848485,15.2121212121,15.3939393939,5.81818181818,7.54545454545,18.2424242424
20031164,58.0357142857,0.0714285714286,21.0714285714,48.2142857143,4.42857142857,11.2857142857,11.4642857143,15.6785714286,9.25,19.4285714286,9.21428571429,14.8571428571,7.32142857143,2.07142857143,15.7142857143
20031165,59.9230769231,0.0384615384615,21.3461538462,50.2307692308,6.23076923077,18.5769230769,11.0,17.2692307692,9.30769230769,22.1538461538,12.9230769231,15.4615384615,7.30769230769,2.11538461538,18.3461538462
20031166,79.0588235294,0.0294117647059,28.6470588235,57.5294117647,7.94117647059,20.3823529412,13.8235294118,19.9411764706,10.9705882353,23.0,16.9117647059,13.5882352941,8.32352941176,4.5,17.3823529412
20031168,62.9310344828,0.206896551724,22.7586206897,51.7931034483,4.75862068966,13.7586206897,12.6551724138,19.5172413793,12.0689655172,19.3448275862,11.6896551724,13.2413793103,5.93103448276,1.51724137931,18.0
20031169,69.8571428571,0.178571428571,24.3214285714,54.3928571429,6.07142857143,17.1785714286,15.1428571429,21.4642857143,12.4285714286,22.2142857143,12.75,17.1071428571,8.53571428571,2.0,22.7857142857
20031170,65.4285714286,0.0714285714286,22.8571428571,55.6785714286,5.75,18.6071428571,13.9642857143,20.7857142857,10.8571428571,22.0357142857,12.9642857143,16.3571428571,8.39285714286,2.92857142857,21.3928571429
20031171,59.2307692308,0.115384615385,20.4615384615,49.5384615385,8.15384615385,22.8076923077,10.1538461538,14.4230769231,6.76923076923,21.3461538462,13.5384615385,12.4230769231,6.07692307692,2.38461538462,18.5769230769
20031172,76.5,0.0416666666667,26.3333333333,58.4166666667,9.16666666667,23.4583333333,14.6666666667,18.9583333333,11.8333333333,28.375,16.0,18.875,5.625,1.625,20.375
20031173,72.7333333333,0.0333333333333,24.6,54.6,7.56666666667,21.1,15.9666666667,22.3333333333,13.4333333333,22.9333333333,15.0666666667,13.2333333333,5.3,2.93333333333,17.6333333333
20031174,68.6206896552,0.0689655172414,24.2068965517,59.275862069,6.96551724138,20.6206896552,13.2413793103,18.7586206897,11.0344827586,24.3793103448,14.0344827586,13.4137931034,7.96551724138,3.72413793103,19.1034482759
20031175,62.2222222222,0.0740740740741,21.9259259259,49.7037037037,6.59259259259,17.9259259259,11.7777777778,17.1481481481,10.6296296296,19.3333333333,12.1481481481,13.7037037037,6.66666666667,3.37037037037,18.2592592593
20031176,70.875,0.09375,24.3125,59.65625,7.78125,22.5,14.46875,19.875,12.78125,24.25,14.375,13.3125,7.15625,1.6875,19.15625
20031177,67.0357142857,0.0714285714286,23.3571428571,53.1071428571,4.42857142857,13.3214285714,15.8928571429,21.8571428571,12.3214285714,24.6071428571,12.8571428571,14.5357142857,5.75,2.10714285714,18.1785714286
20031178,70.9655172414,0.0,26.5862068966,55.275862069,4.51724137931,13.0344827586,13.275862069,18.8620689655,10.8965517241,22.3103448276,13.3793103448,11.9655172414,6.41379310345,2.55172413793,19.1724137931
20031179,63.75,0.142857142857,21.75,48.4285714286,5.46428571429,15.8571428571,14.7857142857,20.2142857143,8.25,22.3928571429,12.7857142857,14.3928571429,3.89285714286,1.60714285714,17.1785714286
20031180,68.6206896552,0.0689655172414,24.5862068966,57.1034482759,6.37931034483,18.5517241379,13.0689655172,19.4137931034,11.0344827586,24.4137931034,14.724137931,13.5862068966,7.34482758621,4.62068965517,18.2413793103
20031181,81.1212121212,0.0606060606061,27.1818181818,60.0303030303,7.39393939394,20.3636363636,19.3636363636,27.1818181818,13.3636363636,23.1818181818,13.4545454545,14.0,8.66666666667,5.39393939394,21.1212121212
20031182,66.7,0.1,23.5,52.8333333333,5.66666666667,15.4666666667,14.0333333333,20.3666666667,10.8666666667,22.1666666667,12.5666666667,18.9333333333,6.7,3.6,19.4666666667
20031183,77.2142857143,0.0357142857143,27.5357142857,61.8928571429,6.75,17.8214285714,15.3928571429,20.1428571429,12.1071428571,22.8571428571,16.1428571429,12.9642857143,6.39285714286,2.03571428571,19.6428571429
20031184,74.6666666667,0.0,26.75,59.7916666667,5.5,16.875,15.6666666667,22.5833333333,11.6666666667,21.375,14.2083333333,14.8333333333,7.83333333333,2.5,22.9166666667
20031185,76.8461538462,0.0769230769231,26.7307692308,58.0,4.80769230769,15.7692307692,18.5769230769,28.8461538462,12.6538461538,24.3076923077,14.7307692308,15.1923076923,6.03846153846,3.15384615385,21.7692307692
20031186,69.9655172414,0.0689655172414,23.8965517241,51.2068965517,4.68965517241,13.3448275862,17.4827586207,23.8275862069,9.37931034483,22.8620689655,14.7931034483,17.0344827586,7.68965517241,2.72413793103,21.4827586207
20031187,63.0,0.0,22.72,56.16,4.24,15.76,13.32,19.28,12.84,24.76,11.92,12.8,4.76,3.64,17.32
20031189,62.4,0.12,22.92,54.2,4.52,13.96,12.04,18.28,12.92,20.56,11.16,16.2,7.2,2.56,19.48
20031190,79.4642857143,0.0,27.9285714286,61.3571428571,5.21428571429,15.0,18.3928571429,24.9285714286,13.9642857143,24.0714285714,13.7857142857,18.6071428571,10.75,5.21428571429,19.5357142857
20031191,70.0,0.0,23.9285714286,49.5,5.85714285714,14.9642857143,16.2857142857,22.3214285714,8.78571428571,23.0714285714,15.75,15.9285714286,5.39285714286,3.39285714286,19.8928571429
20031192,72.6206896552,0.206896551724,25.4137931034,58.1034482759,8.48275862069,24.1034482759,13.3103448276,18.8965517241,10.0689655172,21.275862069,14.0344827586,14.5862068966,6.0,2.34482758621,19.2413793103
20031193,70.6333333333,0.0666666666667,24.0333333333,54.2,4.26666666667,12.9,18.3,25.3333333333,11.8,25.6,12.8333333333,17.1333333333,7.6,5.33333333333,20.3
20031194,69.0740740741,0.111111111111,25.1481481481,64.037037037,6.48148148148,19.3333333333,12.2962962963,18.4074074074,14.3703703704,21.5555555556,12.2222222222,16.6296296296,9.07407407407,3.48148148148,23.3333333333
20031196,75.2727272727,0.0909090909091,26.7575757576,56.2424242424,8.69696969697,22.2727272727,13.0606060606,18.5757575758,10.6666666667,24.1515151515,16.4242424242,13.303030303,7.54545454545,3.9696969697,16.9393939394
20031197,71.4827586207,0.206896551724,23.4827586207,54.5172413793,8.27586206897,21.3103448276,16.2413793103,24.0,13.4482758621,24.4482758621,11.2413793103,17.4827586207,7.24137931034,2.10344827586,19.8965517241
20031198,59.8928571429,0.142857142857,21.2857142857,52.2142857143,3.71428571429,12.0714285714,13.6071428571,22.2857142857,13.7142857143,20.8571428571,9.5,15.8571428571,7.75,2.03571428571,19.2142857143
20031199,68.0689655172,0.0,24.7586206897,57.3103448276,6.41379310345,19.275862069,12.1379310345,18.0689655172,10.6206896552,24.0,13.9310344828,14.8965517241,9.44827586207,4.48275862069,18.9310344828
20031200,64.6428571429,0.0,23.1428571429,56.1428571429,6.85714285714,20.5357142857,11.5,18.6071428571,11.4642857143,22.3571428571,12.1071428571,17.4642857143,7.42857142857,3.28571428571,21.1071428571
20031201,71.6428571429,0.142857142857,25.8928571429,57.75,6.53571428571,18.4285714286,13.3214285714,18.8571428571,13.4285714286,24.3214285714,14.75,15.7857142857,6.57142857143,4.42857142857,19.8928571429
20031202,64.5357142857,0.0357142857143,23.3571428571,56.0,5.60714285714,17.1071428571,12.2142857143,17.6785714286,12.6785714286,22.8928571429,12.7142857143,14.8214285714,6.92857142857,2.89285714286,17.4642857143
20031203,71.3793103448,0.0344827586207,23.8275862069,54.3448275862,5.93103448276,17.4482758621,17.7931034483,26.3448275862,13.7931034483,22.7586206897,13.275862069,16.3448275862,6.44827586207,3.1724137931,20.5172413793
20031204,75.5769230769,0.0,27.6923076923,60.3461538462,6.15384615385,17.3076923077,14.0384615385,21.8846153846,13.5,22.9230769231,13.6153846154,15.8076923077,7.38461538462,3.69230769231,19.4230769231
20031205,67.2142857143,0.0357142857143,25.1785714286,63.7142857143,7.96428571429,26.6071428571,8.89285714286,12.7142857143,12.5357142857,25.75,15.4285714286,16.4642857143,6.75,2.96428571429,18.4285714286
20031206,64.0714285714,0.0,22.7857142857,53.8571428571,4.46428571429,14.6785714286,14.0357142857,20.6785714286,12.9285714286,23.4642857143,11.7142857143,15.6785714286,7.60714285714,2.21428571429,16.9285714286
20031207,76.3103448276,0.172413793103,26.4137931034,61.4482758621,4.68965517241,14.3103448276,18.7931034483,25.6206896552,14.0344827586,25.5172413793,15.5172413793,15.9310344828,9.48275862069,6.31034482759,22.2068965517
20031208,79.1851851852,0.111111111111,28.5185185185,61.4444444444,6.7037037037,17.6296296296,15.4444444444,21.6296296296,12.8148148148,24.5925925926,17.9259259259,11.5555555556,7.62962962963,4.37037037037,17.1851851852
20031209,73.2142857143,0.285714285714,26.6428571429,58.7857142857,6.10714285714,18.25,13.8214285714,19.4642857143,11.5,22.1785714286,13.2857142857,14.5357142857,7.60714285714,4.92857142857,17.1428571429
20031210,74.0714285714,0.0,27.0357142857,60.5357142857,5.67857142857,16.3571428571,14.3214285714,21.1428571429,14.0357142857,24.75,15.5714285714,15.1785714286,8.07142857143,5.35714285714,18.5714285714
20031211,77.5151515152,0.151515151515,26.1212121212,55.8484848485,7.24242424242,19.2424242424,18.0303030303,24.9090909091,11.9393939394,25.4545454545,15.7575757576,14.3636363636,6.60606060606,3.51515151515,18.7272727273
20031212,71.1071428571,0.0357142857143,26.3928571429,62.4285714286,6.21428571429,18.1785714286,12.1071428571,17.3214285714,10.9642857143,25.5,13.3214285714,16.25,5.46428571429,3.96428571429,19.6785714286
20031214,71.4666666667,0.0333333333333,25.3333333333,55.8,5.93333333333,18.4666666667,14.8666666667,22.5,12.6666666667,23.4666666667,14.6333333333,17.7,8.43333333333,3.7,22.6333333333
20031216,64.5,0.0714285714286,23.3214285714,55.8928571429,4.96428571429,14.7857142857,12.8928571429,20.25,13.8928571429,22.5714285714,12.0357142857,14.0,7.25,2.32142857143,18.7857142857
20031217,70.6153846154,0.115384615385,25.4230769231,59.4615384615,7.76923076923,21.0,12.0,17.6923076923,12.9230769231,24.8076923077,15.4230769231,16.9230769231,7.46153846154,2.38461538462,20.3846153846
20031218,69.8275862069,0.103448275862,24.9310344828,54.8965517241,5.27586206897,15.1034482759,14.6896551724,21.3793103448,11.4827586207,22.4827586207,16.2413793103,14.724137931,6.79310344828,3.10344827586,17.8620689655
20031219,68.5185185185,0.037037037037,24.962962963,56.2592592593,5.40740740741,16.2222222222,13.1851851852,20.3333333333,11.962962963,21.4814814815,11.8888888889,16.1851851852,7.40740740741,2.0,18.2592592593
20031220,64.1034482759,0.0,23.4137931034,57.5517241379,6.8275862069,21.2068965517,10.4482758621,17.7586206897,15.0,25.6206896552,13.0689655172,18.4827586207,5.24137931034,2.93103448276,20.1379310345
20031221,69.3,0.0,24.2,52.7666666667,5.3,14.7666666667,15.6,22.2333333333,12.1333333333,24.1666666667,15.3666666667,13.7666666667,7.83333333333,4.36666666667,18.4333333333
20031222,58.25,0.0357142857143,21.2857142857,52.7857142857,5.57142857143,18.3571428571,10.1071428571,15.3214285714,11.6785714286,25.9642857143,10.7857142857,17.4285714286,5.21428571429,4.42857142857,16.6071428571
20031224,73.2,0.0666666666667,26.0,59.8666666667,6.0,17.2333333333,15.2,22.1,14.1666666667,20.4333333333,11.1666666667,15.2,8.0,2.76666666667,19.2
20031225,61.8888888889,0.222222222222,22.0740740741,53.7037037037,5.40740740741,16.3703703704,12.3333333333,17.5555555556,11.8518518519,22.7777777778,12.037037037,13.7777777778,5.92592592593,3.0,16.6666666667
20031226,70.5925925926,0.148148148148,25.8518518519,58.3333333333,5.48148148148,16.1851851852,13.4074074074,20.8148148148,11.2592592593,22.5555555556,14.2592592593,14.962962963,8.03703703704,3.40740740741,19.8888888889
20031227,75.4482758621,0.0,27.8620689655,58.4482758621,6.41379310345,15.5517241379,13.3103448276,22.275862069,13.5172413793,24.3448275862,16.4482758621,12.5172413793,6.1724137931,3.31034482759,19.4482758621
20031228,74.625,0.0,26.84375,56.03125,7.28125,19.875,13.65625,18.84375,9.90625,25.5,17.96875,13.0625,7.09375,3.125,18.6875
20031229,64.5862068966,0.0,23.6896551724,53.5862068966,6.48275862069,14.724137931,10.724137931,15.2413793103,9.75862068966,21.1379310345,11.5172413793,14.8620689655,6.1724137931,2.41379310345,18.8965517241
20031231,69.8823529412,0.0882352941176,23.1764705882,54.4411764706,7.47058823529,21.3823529412,16.0588235294,22.3529411765,11.0882352941,25.2058823529,13.8235294118,11.5294117647,4.29411764706,5.14705882353,18.0294117647
20031232,56.4193548387,0.0,20.7741935484,52.7741935484,4.83870967742,14.0,10.0322580645,14.6451612903,9.93548387097,20.8387096774,12.2903225806,13.3225806452,6.51612903226,2.77419354839,18.3870967742
20031233,74.9655172414,0.103448275862,26.1379310345,56.724137931,5.72413793103,15.6206896552,16.9655172414,23.6896551724,11.1379310345,24.2068965517,16.4482758621,15.3448275862,8.20689655172,4.34482758621,20.3793103448
20031234,69.5357142857,0.0714285714286,24.25,54.1428571429,4.78571428571,16.6785714286,16.25,22.6428571429,11.3214285714,25.0357142857,14.4642857143,15.0357142857,6.64285714286,4.0,17.7142857143
20031235,70.3928571429,0.0,26.3214285714,57.75,5.71428571429,14.8214285714,12.0357142857,17.75,11.2857142857,25.3928571429,11.8571428571,13.5714285714,5.5,5.5,18.6428571429
20031236,68.1724137931,0.103448275862,23.3793103448,54.8965517241,6.86206896552,20.5172413793,14.5517241379,20.7586206897,9.1724137931,23.275862069,13.5517241379,15.8620689655,8.0,3.03448275862,19.5517241379
20031237,71.0303030303,0.0606060606061,24.3636363636,54.1212121212,6.42424242424,18.4848484848,15.8787878788,22.6060606061,11.7878787879,20.8181818182,13.2727272727,16.0,8.15151515152,1.78787878788,19.2121212121
20031238,70.4285714286,0.0714285714286,23.9285714286,58.0357142857,6.5,19.8214285714,16.0714285714,23.5,10.1785714286,23.4642857143,13.1071428571,16.1071428571,9.89285714286,2.53571428571,22.2142857143
20031239,65.5714285714,0.0,23.9642857143,55.25,4.78571428571,15.5357142857,12.8571428571,19.4642857143,12.1785714286,23.5,11.8214285714,17.1428571429,6.71428571429,5.21428571429,16.5
20031240,75.0,0.0344827586207,26.4827586207,58.5172413793,7.75862068966,20.724137931,14.275862069,21.0689655172,12.4827586207,21.3103448276,15.2068965517,14.8275862069,9.55172413793,2.62068965517,21.2068965517
20031241,66.5172413793,0.0,23.9655172414,55.8620689655,6.27586206897,18.9655172414,12.3103448276,18.3448275862,11.4482758621,23.0344827586,12.7586206897,15.0,5.89655172414,5.10344827586,19.9655172414
20031242,81.4166666667,0.0,30.6111111111,62.6388888889,4.77777777778,14.3333333333,15.4166666667,23.6388888889,14.6111111111,26.8055555556,16.8333333333,14.8055555556,9.77777777778,4.88888888889,16.8055555556
20031243,69.6333333333,0.0333333333333,25.5333333333,55.8,5.63333333333,15.6,12.9333333333,20.5666666667,11.3666666667,25.7,15.4,13.2333333333,4.93333333333,3.63333333333,17.9333333333
20031245,76.6206896552,0.0344827586207,27.2068965517,55.8275862069,7.41379310345,18.5172413793,14.7931034483,20.7586206897,10.6206896552,23.724137931,14.0689655172,12.8965517241,6.51724137931,1.89655172414,20.1724137931
20031246,77.2777777778,0.0,28.5,58.3888888889,5.77777777778,16.25,14.5,20.6111111111,12.9722222222,23.8055555556,15.9444444444,13.9166666667,7.80555555556,4.88888888889,17.3611111111
20031247,68.3103448276,0.0344827586207,22.5862068966,56.8965517241,6.31034482759,19.0,16.8275862069,23.0344827586,13.0344827586,22.5862068966,11.4137931034,14.3448275862,6.34482758621,2.06896551724,21.1034482759
20031248,66.1111111111,0.0,23.2962962963,52.5555555556,6.85185185185,19.2592592593,12.6666666667,17.8888888889,9.44444444444,23.5555555556,13.3703703704,14.037037037,5.18518518519,3.81481481481,16.1111111111
20031249,64.8076923077,0.115384615385,22.2307692308,52.3076923077,5.73076923077,16.8076923077,14.6153846154,21.5,11.1923076923,26.0,10.5769230769,17.7692307692,6.19230769231,4.61538461538,18.3076923077
20031250,63.8461538462,0.0,22.3461538462,52.1538461538,5.26923076923,15.0384615385,13.8846153846,19.0384615385,10.1923076923,24.0769230769,12.0,14.0769230769,7.07692307692,3.03846153846,18.8461538462
20031251,65.5172413793,0.0344827586207,21.0,52.1724137931,5.51724137931,18.275862069,18.0,24.3448275862,11.5517241379,24.2068965517,11.3103448276,18.1724137931,8.62068965517,3.03448275862,20.1379310345
20031252,76.875,0.0833333333333,24.5,56.4583333333,8.29166666667,21.7083333333,19.5833333333,26.875,10.3333333333,26.6666666667,14.25,17.1666666667,4.04166666667,3.58333333333,19.2083333333
